id,居住地,性別,年齡,年齡組,教育程度,職業,婚姻狀況,媒體習慣
2527,新北市,女,16,15–24歲,高中(職),事務人員,未婚,LINE、Facebook、YouTube、Instagram、TikTok、Threads、WhatsApp
2528,臺南市,女,43,35–44歲,高中(職),專業人員,已婚,LINE、Facebook、YouTube、TikTok、小紅書、X(Twitter)、Pinterest
2529,臺中市,女,23,15–24歲,碩士以上,農林漁牧,未婚,LINE、Facebook、YouTube、Instagram、小紅書、WeChat
2530,嘉義縣,男,16,15–24歲,國小以下,學生,未婚,LINE、Facebook、YouTube、Instagram、TikTok、X(Twitter)
2531,桃園市,女,36,35–44歲,高中(職),其他/待業,未婚,LINE、Facebook、YouTube、Instagram
2532,桃園市,女,59,55–64歲,大學,家管,已婚,LINE、Facebook、YouTube、Instagram、TikTok、Telegram
2533,臺北市,女,56,55–64歲,國中,家管,未婚,LINE、Facebook、Instagram
2534,花蓮縣,女,43,35–44歲,高中(職),專業人員,已婚,LINE、Facebook、YouTube、Instagram、Threads、WhatsApp、Telegram
2535,桃園市,女,57,55–64歲,高中(職),技術工/勞工,已婚,LINE、Facebook、YouTube
2536,臺北市,男,40,35–44歲,高中(職),技術/助理專業,未婚,LINE、Facebook、YouTube、Instagram、TikTok、WeChat、X(Twitter)
2537,臺中市,女,26,25–34歲,大學,服務/銷售,未婚,LINE、Facebook、YouTube、Instagram、TikTok、X(Twitter)
2538,高雄市,女,76,65歲以上,大學,退休,未婚,LINE、Facebook、Instagram
2539,臺南市,女,74,65歲以上,碩士以上,退休,已婚,LINE、Facebook、YouTube、Instagram
2540,高雄市,女,35,35–44歲,國小以下,家管,未婚,LINE、Facebook、YouTube、Instagram、X(Twitter)、LinkedIn
2541,桃園市,女,79,65歲以上,大學,退休,未婚,LINE、Facebook、YouTube
2542,新北市,男,65,65歲以上,國中,退休,已婚,LINE、Facebook、YouTube
2543,桃園市,女,59,55–64歲,大學,服務/銷售,已婚,LINE、Facebook、YouTube、Threads
2544,臺南市,女,74,65歲以上,大學,退休,已婚,LINE、Facebook、Instagram
2545,臺北市,女,71,65歲以上,高中(職),事務人員,未婚,LINE、Facebook、Instagram
2546,桃園市,女,27,25–34歲,國小以下,事務人員,未婚,LINE、Facebook、YouTube、Instagram、WhatsApp
2547,臺中市,女,71,65歲以上,國小以下,退休,已婚,LINE、Facebook、YouTube、Instagram
2548,桃園市,女,41,35–44歲,專科,服務/銷售,已婚,LINE、Facebook、YouTube、Instagram、TikTok、X(Twitter)
2549,臺中市,男,61,55–64歲,大學,退休,未婚,LINE、Facebook、YouTube、WeChat、Threads
2550,屏東縣,男,36,35–44歲,高中(職),技術工/勞工,未婚,LINE、Facebook、YouTube、TikTok、小紅書
2551,彰化縣,男,53,45–54歲,高中(職),技術/助理專業,已婚,LINE、Facebook、YouTube、Instagram、Threads
2552,桃園市,女,57,55–64歲,專科,服務/銷售,未婚,LINE、Facebook、YouTube、Instagram
2553,高雄市,男,69,65歲以上,國小以下,退休,已婚,LINE、Facebook、Instagram
2554,臺北市,男,48,45–54歲,國中,管理/主管,已婚,LINE、Facebook、YouTube、TikTok
2555,臺北市,女,61,55–64歲,大學,退休,已婚,LINE、Facebook、YouTube、TikTok、小紅書
2556,苗栗縣,女,15,15–24歲,高中(職),學生,未婚,LINE、Facebook、YouTube、Instagram、TikTok、X(Twitter)
2557,臺中市,女,29,25–34歲,國小以下,技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書
2558,新北市,男,30,25–34歲,大學,服務/銷售,已婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、WeChat、WhatsApp
2559,臺北市,女,56,55–64歲,專科,服務/銷售,已婚,LINE、Facebook、YouTube、Instagram、小紅書、Pinterest
2560,臺北市,女,34,25–34歲,大學,家管,未婚,LINE、Facebook、YouTube、Instagram、TikTok、X(Twitter)
2561,臺北市,女,78,65歲以上,大學,技術/助理專業,未婚,LINE、Facebook、YouTube、Instagram、Threads、Telegram
2562,彰化縣,女,40,35–44歲,高中(職),其他/待業,已婚,LINE、Facebook、YouTube、TikTok
2563,嘉義市,女,55,55–64歲,大學,事務人員,已婚,LINE、Facebook、YouTube、WeChat
2564,新竹縣,女,55,55–64歲,大學,技術/助理專業,已婚,LINE、Facebook、YouTube、Instagram、TikTok、WeChat
2565,澎湖縣,男,63,55–64歲,大學,服務/銷售,已婚,LINE、Facebook、YouTube
2566,臺中市,女,53,45–54歲,國小以下,技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram
2567,基隆市,女,47,45–54歲,大學,家管,已婚,LINE、Facebook、YouTube、TikTok、Threads
2568,新竹市,女,59,55–64歲,國小以下,服務/銷售,未婚,LINE、Facebook、YouTube、Instagram、TikTok
2569,新北市,女,60,55–64歲,國小以下,管理/主管,已婚,LINE、Facebook、YouTube、Instagram、TikTok
2570,雲林縣,男,70,65歲以上,高中(職),退休,已婚,LINE、Facebook、Instagram
2571,臺北市,男,61,55–64歲,大學,家管,已婚,LINE、Facebook、YouTube、Instagram、小紅書、WeChat
2572,屏東縣,女,54,45–54歲,高中(職),技術工/勞工,未婚,LINE、Facebook、YouTube、Instagram
2573,臺中市,男,63,55–64歲,國小以下,家管,已婚,LINE、Facebook、YouTube、Instagram
2574,基隆市,女,69,65歲以上,高中(職),退休,已婚,LINE、Facebook、YouTube
2575,臺中市,男,83,65歲以上,碩士以上,退休,未婚,LINE、Facebook
2576,新竹縣,男,24,15–24歲,大學,學生,已婚,LINE、Facebook、Instagram、TikTok、WeChat、WhatsApp
2577,高雄市,女,32,25–34歲,大學,家管,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、WeChat、Threads
2578,高雄市,女,32,25–34歲,高中(職),服務/銷售,未婚,LINE、Facebook、YouTube
2579,新北市,女,53,45–54歲,大學,事務人員,已婚,LINE、Facebook、YouTube、Instagram、小紅書
2580,雲林縣,女,48,45–54歲,高中(職),服務/銷售,已婚,LINE、Facebook、YouTube、Instagram、TikTok
2581,新北市,女,45,45–54歲,高中(職),技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、WeChat、Threads
2582,新北市,女,64,55–64歲,大學,其他/待業,已婚,LINE、Facebook、YouTube、Instagram
2583,臺中市,女,46,45–54歲,國中,技術工/勞工,已婚,LINE、Facebook、YouTube、TikTok
2584,臺南市,女,74,65歲以上,高中(職),退休,已婚,LINE、Facebook、Instagram、TikTok
2585,嘉義縣,男,55,55–64歲,大學,服務/銷售,未婚,LINE、Facebook、YouTube
2586,臺中市,男,53,45–54歲,高中(職),其他/待業,已婚,LINE、Facebook、YouTube
2587,臺北市,男,60,55–64歲,大學,退休,已婚,LINE、Facebook、YouTube、Instagram、Threads
2588,苗栗縣,女,41,35–44歲,國小以下,技術工/勞工,未婚,LINE、Facebook、YouTube、Instagram
2589,臺中市,男,45,45–54歲,高中(職),家管,未婚,LINE、Facebook、Instagram
2590,彰化縣,男,45,45–54歲,國小以下,農林漁牧,已婚,LINE、Facebook、YouTube、Instagram
2591,桃園市,女,53,45–54歲,高中(職),技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram、TikTok
2592,新北市,男,41,35–44歲,高中(職),服務/銷售,已婚,LINE、Facebook、YouTube、Instagram、WeChat、Threads、Telegram
2593,臺中市,男,62,55–64歲,大學,家管,已婚,LINE、Facebook、YouTube、Instagram
2594,嘉義縣,女,62,55–64歲,高中(職),農林漁牧,已婚,LINE、Facebook、YouTube、Instagram、WeChat
2595,屏東縣,男,35,35–44歲,高中(職),技術工/勞工,已婚,LINE、Facebook、YouTube、TikTok、小紅書、WhatsApp
2596,南投縣,女,66,65歲以上,大學,退休,未婚,LINE、Facebook、YouTube、Threads
2597,臺北市,女,75,65歲以上,大學,退休,已婚,LINE、Facebook、YouTube、Instagram、TikTok
2598,高雄市,男,17,15–24歲,大學,學生,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書
2599,臺北市,男,27,25–34歲,國小以下,管理/主管,未婚,LINE、Facebook、YouTube、Instagram、TikTok、WhatsApp
2600,新北市,男,35,35–44歲,高中(職),技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram
2601,桃園市,男,69,65歲以上,大學,專業人員,未婚,LINE、Facebook、YouTube
2602,高雄市,女,61,55–64歲,碩士以上,服務/銷售,已婚,LINE、Facebook、TikTok
2603,臺南市,男,22,15–24歲,大學,農林漁牧,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、Threads
2604,新北市,女,57,55–64歲,國中,專業人員,已婚,LINE、YouTube、Instagram
2605,雲林縣,男,60,55–64歲,碩士以上,服務/銷售,已婚,LINE、Facebook、Instagram
2606,新北市,女,38,35–44歲,專科,服務/銷售,未婚,LINE、Facebook、YouTube、Instagram、Telegram
2607,桃園市,女,65,65歲以上,國中,退休,未婚,LINE、Facebook
2608,新竹縣,男,48,45–54歲,大學,技術工/勞工,未婚,LINE、Facebook、TikTok、WeChat、Threads
2609,基隆市,男,31,25–34歲,大學,技術工/勞工,已婚,LINE、Facebook、YouTube、TikTok、WeChat、Telegram
2610,臺北市,女,34,25–34歲,大學,技術/助理專業,已婚,LINE、Facebook、YouTube、Instagram、TikTok、Threads、Tumblr
2611,高雄市,男,61,55–64歲,高中(職),服務/銷售,已婚,LINE、Facebook、Instagram
2612,彰化縣,男,73,65歲以上,大學,退休,已婚,LINE、Facebook
2613,高雄市,女,65,65歲以上,國小以下,退休,已婚,LINE、Facebook、YouTube、Instagram
2614,新北市,女,16,15–24歲,大學,學生,未婚,LINE、Facebook、YouTube、TikTok、X(Twitter)
2615,新竹市,男,27,25–34歲,碩士以上,專業人員,未婚,LINE、Facebook、TikTok、小紅書、Pinterest
2616,彰化縣,男,59,55–64歲,國中,農林漁牧,已婚,LINE、Facebook、Instagram、WeChat
2617,桃園市,男,29,25–34歲,國小以下,服務/銷售,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、X(Twitter)、WhatsApp
2618,屏東縣,女,31,25–34歲,大學,事務人員,未婚,LINE、Facebook、YouTube、Instagram、TikTok、WeChat、WhatsApp、Telegram、Pinterest
2619,宜蘭縣,女,63,55–64歲,國小以下,退休,已婚,LINE、Facebook、YouTube、小紅書
2620,高雄市,男,17,15–24歲,高中(職),技術工/勞工,未婚,LINE、Facebook、YouTube、TikTok、WeChat、X(Twitter)、Pinterest
2621,金門縣,女,52,45–54歲,大學,家管,已婚,LINE、Facebook、Instagram、TikTok、小紅書
2622,桃園市,女,59,55–64歲,國小以下,服務/銷售,已婚,LINE、Facebook、Instagram、TikTok
2623,臺中市,女,41,35–44歲,高中(職),技術/助理專業,未婚,LINE、Facebook、YouTube、Instagram、TikTok
2624,桃園市,男,58,55–64歲,專科,家管,已婚,LINE、Facebook、YouTube
2625,桃園市,男,46,45–54歲,國小以下,技術工/勞工,已婚,LINE、Facebook、Instagram、TikTok、Threads、WhatsApp
2626,新北市,女,58,55–64歲,高中(職),技術/助理專業,已婚,LINE、Facebook、Instagram、TikTok
2627,新竹縣,女,59,55–64歲,高中(職),技術/助理專業,已婚,LINE、Facebook、YouTube、Instagram
2628,新竹縣,男,65,65歲以上,大學,退休,已婚,LINE、Facebook、YouTube、Threads
2629,臺中市,女,57,55–64歲,高中(職),事務人員,已婚,LINE、Facebook、Instagram
2630,臺中市,男,57,55–64歲,高中(職),技術工/勞工,未婚,LINE、Facebook、YouTube
2631,桃園市,女,52,45–54歲,高中(職),技術工/勞工,未婚,LINE、Facebook、Instagram、TikTok
2632,宜蘭縣,男,54,45–54歲,專科,服務/銷售,未婚,LINE、Facebook、YouTube
2633,新北市,男,25,25–34歲,大學,技術工/勞工,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、X(Twitter)、WhatsApp、Tumblr
2634,宜蘭縣,女,51,45–54歲,國中,專業人員,已婚,LINE、Facebook、Instagram、WeChat
2635,臺東縣,男,50,45–54歲,大學,專業人員,已婚,LINE、Facebook、YouTube
2636,苗栗縣,女,23,15–24歲,高中(職),技術工/勞工,未婚,LINE、Facebook、YouTube、Instagram、小紅書、LinkedIn
2637,新北市,男,59,55–64歲,高中(職),家管,未婚,LINE、Facebook、YouTube、TikTok
2638,新北市,女,68,65歲以上,國中,退休,未婚,LINE、Facebook、YouTube、Instagram、Telegram
2639,基隆市,女,53,45–54歲,國中,家管,未婚,LINE、Facebook、WeChat
2640,屏東縣,男,76,65歲以上,高中(職),技術工/勞工,已婚,LINE、Facebook、YouTube
2641,桃園市,女,44,35–44歲,專科,技術工/勞工,未婚,LINE、Facebook、YouTube、Instagram、TikTok
2642,臺中市,男,40,35–44歲,高中(職),管理/主管,未婚,LINE、Facebook、YouTube、TikTok、小紅書
2643,高雄市,男,15,15–24歲,國小以下,技術工/勞工,未婚,LINE、Facebook、YouTube、Instagram、TikTok、Pinterest
2644,臺南市,男,62,55–64歲,大學,退休,已婚,LINE、Facebook、YouTube、Instagram
2645,臺北市,女,34,25–34歲,碩士以上,服務/銷售,已婚,LINE、Facebook、YouTube、TikTok、WeChat、WhatsApp
2646,臺南市,女,46,45–54歲,大學,服務/銷售,未婚,LINE、Facebook、YouTube、Instagram、Threads
2647,臺南市,男,25,25–34歲,高中(職),家管,未婚,LINE、Facebook、YouTube、Instagram、TikTok、Threads、X(Twitter)
2648,新北市,男,50,45–54歲,國中,事務人員,未婚,LINE、Facebook、YouTube、Instagram、Telegram
2649,新北市,女,20,15–24歲,高中(職),學生,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、WeChat、Threads、Telegram、Pinterest、LinkedIn
2650,雲林縣,女,43,35–44歲,專科,技術工/勞工,未婚,LINE、Facebook、YouTube、TikTok
2651,臺北市,女,36,35–44歲,高中(職),服務/銷售,已婚,LINE、Facebook、小紅書
2652,新北市,女,47,45–54歲,國中,家管,未婚,LINE、Facebook、YouTube、Instagram
2653,臺北市,男,63,55–64歲,大學,退休,已婚,LINE、Facebook、YouTube、Instagram、TikTok
2654,桃園市,女,64,55–64歲,大學,退休,已婚,LINE、Facebook、TikTok、Threads
2655,新竹市,男,21,15–24歲,高中(職),其他/待業,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、WeChat、X(Twitter)、Telegram
2656,屏東縣,男,59,55–64歲,國小以下,其他/待業,已婚,LINE、Facebook、YouTube、Instagram、WeChat、Telegram
2657,新北市,男,25,25–34歲,大學,技術工/勞工,未婚,LINE、Facebook、YouTube、Instagram、TikTok、Threads
2658,南投縣,女,72,65歲以上,大學,退休,已婚,LINE、Facebook
2659,臺南市,男,35,35–44歲,大學,技術工/勞工,已婚,LINE、Facebook、小紅書、WeChat
2660,新北市,女,67,65歲以上,大學,退休,已婚,LINE、Facebook、YouTube、Instagram
2661,彰化縣,女,66,65歲以上,碩士以上,退休,已婚,LINE、Facebook
2662,新竹縣,女,68,65歲以上,碩士以上,服務/銷售,已婚,LINE、Facebook
2663,臺北市,女,25,25–34歲,高中(職),家管,未婚,LINE、Facebook、YouTube、Instagram、TikTok、X(Twitter)
2664,臺中市,男,65,65歲以上,碩士以上,其他/待業,未婚,LINE、Facebook、YouTube
2665,臺北市,男,59,55–64歲,高中(職),技術/助理專業,未婚,LINE、Facebook、YouTube
2666,臺北市,男,37,35–44歲,大學,事務人員,未婚,LINE、Facebook、YouTube、Instagram
2667,雲林縣,女,64,55–64歲,碩士以上,事務人員,已婚,LINE、Facebook、YouTube、Instagram
2668,新北市,女,23,15–24歲,大學,技術工/勞工,未婚,LINE、Facebook、YouTube、Instagram、TikTok
2669,嘉義縣,男,42,35–44歲,國中,家管,已婚,LINE、Facebook、YouTube、Instagram、小紅書、WeChat
2670,新北市,女,51,45–54歲,國中,技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram、TikTok、WhatsApp
2671,桃園市,男,51,45–54歲,國小以下,技術/助理專業,已婚,LINE、Facebook、YouTube、Instagram、WeChat
2672,苗栗縣,男,15,15–24歲,高中(職),學生,未婚,LINE、Facebook、YouTube、TikTok
2673,嘉義市,男,48,45–54歲,國中,服務/銷售,已婚,LINE、Facebook、YouTube、TikTok、Threads
2674,臺北市,女,54,45–54歲,大學,事務人員,已婚,LINE、Facebook、YouTube、Instagram、Threads
2675,彰化縣,女,66,65歲以上,專科,退休,已婚,LINE、Facebook、YouTube、WeChat
2676,新北市,女,54,45–54歲,大學,家管,已婚,LINE、YouTube、TikTok
2677,彰化縣,女,55,55–64歲,大學,技術工/勞工,未婚,LINE、Facebook、YouTube
2678,臺中市,女,41,35–44歲,專科,服務/銷售,已婚,LINE、Facebook、TikTok、WhatsApp
2679,高雄市,男,79,65歲以上,大學,家管,已婚,LINE、Facebook、YouTube
2680,臺南市,男,71,65歲以上,專科,家管,未婚,LINE、Facebook
2681,新北市,女,59,55–64歲,高中(職),技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram
2682,臺南市,男,24,15–24歲,高中(職),服務/銷售,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、X(Twitter)
2683,彰化縣,男,57,55–64歲,大學,服務/銷售,已婚,LINE、Facebook、YouTube、TikTok、WeChat、Telegram
2684,新北市,女,35,35–44歲,高中(職),技術工/勞工,已婚,LINE、Facebook、YouTube、TikTok
2685,新北市,男,68,65歲以上,碩士以上,退休,未婚,LINE、Facebook、小紅書
2686,嘉義市,女,47,45–54歲,大學,技術/助理專業,已婚,LINE、YouTube、TikTok、小紅書、WeChat
2687,桃園市,女,42,35–44歲,大學,專業人員,未婚,LINE、Facebook、YouTube、TikTok、WeChat
2688,臺中市,女,41,35–44歲,大學,其他/待業,已婚,LINE、Facebook、YouTube、Instagram、小紅書、Threads、X(Twitter)
2689,臺中市,男,38,35–44歲,高中(職),技術工/勞工,已婚,LINE、Facebook、YouTube、TikTok、小紅書
2690,高雄市,男,72,65歲以上,高中(職),家管,已婚,LINE、Facebook、YouTube、Instagram
2691,桃園市,女,64,55–64歲,國中,家管,已婚,LINE、Facebook、Instagram
2692,雲林縣,男,36,35–44歲,大學,技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram
2693,桃園市,女,59,55–64歲,專科,事務人員,未婚,LINE、Facebook、YouTube
2694,臺中市,女,30,25–34歲,大學,技術工/勞工,未婚,LINE、Facebook、TikTok
